code,board,bars,written,status,errors
000595,main_sz,561,0,no_data,转换后无有效记录
000596,main_sz,566,0,no_data,转换后无有效记录
000597,main_sz,566,0,no_data,转换后无有效记录
000598,main_sz,566,0,no_data,转换后无有效记录
000599,main_sz,559,0,no_data,转换后无有效记录
000600,main_sz,566,0,no_data,转换后无有效记录
000601,main_sz,566,0,no_data,转换后无有效记录
000603,main_sz,558,0,no_data,转换后无有效记录
000605,main_sz,566,0,no_data,转换后无有效记录
000607,main_sz,566,0,no_data,转换后无有效记录
000608,main_sz,560,0,no_data,转换后无有效记录
000609,main_sz,560,0,no_data,转换后无有效记录
000610,main_sz,565,0,no_data,转换后无有效记录
000612,main_sz,556,0,no_data,转换后无有效记录
000615,main_sz,564,0,no_data,转换后无有效记录
000617,main_sz,566,0,no_data,转换后无有效记录
000619,main_sz,567,0,no_data,转换后无有效记录
000620,main_sz,565,0,no_data,转换后无有效记录
000623,main_sz,566,0,no_data,转换后无有效记录
000625,main_sz,566,0,no_data,转换后无有效记录
000626,main_sz,566,0,no_data,转换后无有效记录
000628,main_sz,566,0,no_data,转换后无有效记录
000629,main_sz,566,0,no_data,转换后无有效记录
000630,main_sz,566,0,no_data,转换后无有效记录
000631,main_sz,566,0,no_data,转换后无有效记录
000632,main_sz,565,0,no_data,转换后无有效记录
000633,main_sz,561,0,no_data,转换后无有效记录
000635,main_sz,566,0,no_data,转换后无有效记录
000636,main_sz,566,0,no_data,转换后无有效记录
000637,main_sz,565,0,no_data,转换后无有效记录
000638,main_sz,548,0,no_data,转换后无有效记录
000639,main_sz,565,0,no_data,转换后无有效记录
000650,main_sz,566,0,no_data,转换后无有效记录
000651,main_sz,566,0,no_data,转换后无有效记录
000652,main_sz,566,0,no_data,转换后无有效记录
000655,main_sz,566,0,no_data,转换后无有效记录
000656,main_sz,564,0,no_data,转换后无有效记录
000657,main_sz,560,0,no_data,转换后无有效记录
000659,main_sz,564,0,no_data,转换后无有效记录
000661,main_sz,566,0,no_data,转换后无有效记录
000663,main_sz,566,0,no_data,转换后无有效记录
000665,main_sz,566,0,no_data,转换后无有效记录
000668,main_sz,565,0,no_data,转换后无有效记录
000669,main_sz,0,0,no_data,无数据
000670,main_sz,0,0,no_data,无数据
000672,main_sz,0,0,no_data,无数据
000676,main_sz,0,0,no_data,无数据
000677,main_sz,0,0,no_data,无数据
000678,main_sz,0,0,no_data,无数据
000679,main_sz,0,0,no_data,无数据
000680,main_sz,0,0,no_data,无数据
000681,main_sz,0,0,no_data,无数据
000682,main_sz,0,0,no_data,无数据
000683,main_sz,0,0,no_data,无数据
000685,main_sz,0,0,no_data,无数据
000686,main_sz,0,0,no_data,无数据
000688,main_sz,0,0,no_data,无数据
000690,main_sz,0,0,no_data,无数据
000691,main_sz,0,0,no_data,无数据
000692,main_sz,0,0,no_data,无数据
000695,main_sz,0,0,no_data,无数据
000697,main_sz,0,0,no_data,无数据
000698,main_sz,0,0,no_data,无数据
000700,main_sz,0,0,no_data,无数据
000701,main_sz,0,0,no_data,无数据
000702,main_sz,0,0,no_data,无数据
000703,main_sz,0,0,no_data,无数据
000705,main_sz,0,0,no_data,无数据
000707,main_sz,0,0,no_data,无数据
000708,main_sz,0,0,no_data,无数据
000709,main_sz,0,0,no_data,无数据
000710,main_sz,0,0,no_data,无数据
000711,main_sz,0,0,no_data,无数据
000712,main_sz,0,0,no_data,无数据
000713,main_sz,0,0,no_data,无数据
000715,main_sz,0,0,no_data,无数据
000716,main_sz,0,0,no_data,无数据
000717,main_sz,0,0,no_data,无数据
000718,main_sz,0,0,no_data,无数据
000719,main_sz,0,0,no_data,无数据
000720,main_sz,0,0,no_data,无数据
000721,main_sz,0,0,no_data,无数据
000722,main_sz,0,0,no_data,无数据
000723,main_sz,0,0,no_data,无数据
000725,main_sz,0,0,no_data,无数据
000726,main_sz,0,0,no_data,无数据
000727,main_sz,0,0,no_data,无数据
000728,main_sz,0,0,no_data,无数据
000729,main_sz,0,0,no_data,无数据
000731,main_sz,0,0,no_data,无数据
000733,main_sz,0,0,no_data,无数据
000735,main_sz,0,0,no_data,无数据
000736,main_sz,0,0,no_data,无数据
000737,main_sz,0,0,no_data,无数据
000738,main_sz,0,0,no_data,无数据
000739,main_sz,0,0,no_data,无数据
000750,main_sz,0,0,no_data,无数据
000751,main_sz,0,0,no_data,无数据
000752,main_sz,0,0,no_data,无数据
000753,main_sz,0,0,no_data,无数据
000755,main_sz,0,0,no_data,无数据
000756,main_sz,0,0,no_data,无数据
000757,main_sz,0,0,no_data,无数据
000758,main_sz,0,0,no_data,无数据
000759,main_sz,0,0,no_data,无数据
000761,main_sz,0,0,no_data,无数据
000762,main_sz,0,0,no_data,无数据
000766,main_sz,0,0,no_data,无数据
000767,main_sz,0,0,no_data,无数据
000768,main_sz,0,0,no_data,无数据
000776,main_sz,0,0,no_data,无数据
000777,main_sz,0,0,no_data,无数据
000778,main_sz,0,0,no_data,无数据
000779,main_sz,0,0,no_data,无数据
000782,main_sz,0,0,no_data,无数据
000783,main_sz,0,0,no_data,无数据
000785,main_sz,0,0,no_data,无数据
000786,main_sz,0,0,no_data,无数据
000788,main_sz,0,0,no_data,无数据
000789,main_sz,0,0,no_data,无数据
000790,main_sz,0,0,no_data,无数据
000791,main_sz,0,0,no_data,无数据
000792,main_sz,0,0,no_data,无数据
000793,main_sz,0,0,no_data,无数据
000795,main_sz,0,0,no_data,无数据
000796,main_sz,0,0,no_data,无数据
000797,main_sz,0,0,no_data,无数据
000798,main_sz,0,0,no_data,无数据
000799,main_sz,0,0,no_data,无数据
000800,main_sz,0,0,no_data,无数据
000801,main_sz,0,0,no_data,无数据
000802,main_sz,0,0,no_data,无数据
000803,main_sz,0,0,no_data,无数据
000807,main_sz,0,0,no_data,无数据
000809,main_sz,0,0,no_data,无数据
000810,main_sz,0,0,no_data,无数据
000811,main_sz,0,0,no_data,无数据
000812,main_sz,0,0,no_data,无数据
000813,main_sz,0,0,no_data,无数据
000815,main_sz,0,0,no_data,无数据
000816,main_sz,0,0,no_data,无数据
000818,main_sz,0,0,no_data,无数据
000819,main_sz,0,0,no_data,无数据
000820,main_sz,0,0,no_data,无数据
000821,main_sz,0,0,no_data,无数据
000822,main_sz,0,0,no_data,无数据
000823,main_sz,0,0,no_data,无数据
000825,main_sz,0,0,no_data,无数据
000826,main_sz,0,0,no_data,无数据
000828,main_sz,0,0,no_data,无数据
000829,main_sz,0,0,no_data,无数据
000830,main_sz,0,0,no_data,无数据
000831,main_sz,0,0,no_data,无数据
000833,main_sz,0,0,no_data,无数据
000837,main_sz,0,0,no_data,无数据
000838,main_sz,0,0,no_data,无数据
000839,main_sz,0,0,no_data,无数据
000848,main_sz,0,0,no_data,无数据
000850,main_sz,0,0,no_data,无数据
000852,main_sz,0,0,no_data,无数据
000856,main_sz,0,0,no_data,无数据
000858,main_sz,0,0,no_data,无数据
000859,main_sz,0,0,no_data,无数据
000860,main_sz,0,0,no_data,无数据
000862,main_sz,0,0,no_data,无数据
000863,main_sz,0,0,no_data,无数据
000868,main_sz,0,0,no_data,无数据
000869,main_sz,0,0,no_data,无数据
000875,main_sz,0,0,no_data,无数据
000876,main_sz,0,0,no_data,无数据
000877,main_sz,0,0,no_data,无数据
000878,main_sz,0,0,no_data,无数据
000880,main_sz,0,0,no_data,无数据
000881,main_sz,0,0,no_data,无数据
000882,main_sz,0,0,no_data,无数据
000883,main_sz,0,0,no_data,无数据
000885,main_sz,0,0,no_data,无数据
000886,main_sz,0,0,no_data,无数据
000887,main_sz,0,0,no_data,无数据
000888,main_sz,0,0,no_data,无数据
000889,main_sz,0,0,no_data,无数据
000890,main_sz,0,0,no_data,无数据
000892,main_sz,0,0,no_data,无数据
000893,main_sz,0,0,no_data,无数据
000895,main_sz,0,0,no_data,无数据
000897,main_sz,0,0,no_data,无数据
000898,main_sz,0,0,no_data,无数据
000899,main_sz,0,0,no_data,无数据
000900,main_sz,0,0,no_data,无数据
000901,main_sz,0,0,no_data,无数据
000902,main_sz,0,0,no_data,无数据
000903,main_sz,0,0,no_data,无数据
000905,main_sz,0,0,no_data,无数据
000906,main_sz,566,0,no_data,转换后无有效记录
000908,main_sz,558,0,no_data,转换后无有效记录
000909,main_sz,565,0,no_data,转换后无有效记录
000910,main_sz,566,0,no_data,转换后无有效记录
000911,main_sz,565,0,no_data,转换后无有效记录
000912,main_sz,566,0,no_data,转换后无有效记录
000913,main_sz,566,0,no_data,转换后无有效记录
000915,main_sz,566,0,no_data,转换后无有效记录
000917,main_sz,566,0,no_data,转换后无有效记录
000919,main_sz,566,0,no_data,转换后无有效记录
000920,main_sz,566,0,no_data,转换后无有效记录
000921,main_sz,566,0,no_data,转换后无有效记录
000922,main_sz,566,0,no_data,转换后无有效记录
000923,main_sz,566,0,no_data,转换后无有效记录
000925,main_sz,566,0,no_data,转换后无有效记录
000926,main_sz,566,0,no_data,转换后无有效记录
000927,main_sz,566,0,no_data,转换后无有效记录
000928,main_sz,566,0,no_data,转换后无有效记录
000929,main_sz,560,0,no_data,转换后无有效记录
000930,main_sz,566,0,no_data,转换后无有效记录
000931,main_sz,566,0,no_data,转换后无有效记录
000932,main_sz,566,0,no_data,转换后无有效记录
000933,main_sz,566,0,no_data,转换后无有效记录
000935,main_sz,567,0,no_data,转换后无有效记录
000936,main_sz,566,0,no_data,转换后无有效记录
000937,main_sz,566,0,no_data,转换后无有效记录
000938,main_sz,566,0,no_data,转换后无有效记录
000948,main_sz,566,0,no_data,转换后无有效记录
000949,main_sz,566,0,no_data,转换后无有效记录
000950,main_sz,566,0,no_data,转换后无有效记录
000951,main_sz,566,0,no_data,转换后无有效记录
000952,main_sz,566,0,no_data,转换后无有效记录
000953,main_sz,561,0,no_data,转换后无有效记录
000955,main_sz,566,0,no_data,转换后无有效记录
000957,main_sz,566,0,no_data,转换后无有效记录
000958,main_sz,556,0,no_data,转换后无有效记录
000959,main_sz,556,0,no_data,转换后无有效记录
000960,main_sz,566,0,no_data,转换后无有效记录
000962,main_sz,566,0,no_data,转换后无有效记录
000963,main_sz,566,0,no_data,转换后无有效记录
000965,main_sz,566,0,no_data,转换后无有效记录
000966,main_sz,566,0,no_data,转换后无有效记录
000967,main_sz,566,0,no_data,转换后无有效记录
000968,main_sz,566,0,no_data,转换后无有效记录
000969,main_sz,566,0,no_data,转换后无有效记录
000970,main_sz,566,0,no_data,转换后无有效记录
000972,main_sz,555,0,no_data,转换后无有效记录
000973,main_sz,556,0,no_data,转换后无有效记录
000975,main_sz,566,0,no_data,转换后无有效记录
000977,main_sz,566,0,no_data,转换后无有效记录
000978,main_sz,0,0,no_data,无数据
000980,main_sz,0,0,no_data,无数据
000981,main_sz,0,0,no_data,无数据
000983,main_sz,0,0,no_data,无数据
000985,main_sz,0,0,no_data,无数据
000987,main_sz,0,0,no_data,无数据
000988,main_sz,0,0,no_data,无数据
000989,main_sz,0,0,no_data,无数据
000990,main_sz,0,0,no_data,无数据
000993,main_sz,0,0,no_data,无数据
000995,main_sz,0,0,no_data,无数据
000997,main_sz,0,0,no_data,无数据
000998,main_sz,0,0,no_data,无数据
000999,main_sz,0,0,no_data,无数据
001201,main_sz,0,0,no_data,无数据
001202,main_sz,0,0,no_data,无数据
001203,main_sz,0,0,no_data,无数据
001205,main_sz,0,0,no_data,无数据
001206,main_sz,0,0,no_data,无数据
001207,main_sz,0,0,no_data,无数据
001208,main_sz,0,0,no_data,无数据
001209,main_sz,0,0,no_data,无数据
001210,main_sz,0,0,no_data,无数据
001211,main_sz,0,0,no_data,无数据
001212,main_sz,0,0,no_data,无数据
001213,main_sz,0,0,no_data,无数据
001215,main_sz,0,0,no_data,无数据
001216,main_sz,0,0,no_data,无数据
001217,main_sz,0,0,no_data,无数据
001218,main_sz,0,0,no_data,无数据
001219,main_sz,0,0,no_data,无数据
001220,main_sz,0,0,no_data,无数据
001221,main_sz,0,0,no_data,无数据
001222,main_sz,0,0,no_data,无数据
001223,main_sz,0,0,no_data,无数据
001225,main_sz,0,0,no_data,无数据
001226,main_sz,0,0,no_data,无数据
001227,main_sz,0,0,no_data,无数据
001228,main_sz,0,0,no_data,无数据
001229,main_sz,0,0,no_data,无数据
001230,main_sz,0,0,no_data,无数据
001231,main_sz,0,0,no_data,无数据
001233,main_sz,0,0,no_data,无数据
001234,main_sz,0,0,no_data,无数据
001236,main_sz,0,0,no_data,无数据
001238,main_sz,0,0,no_data,无数据
001239,main_sz,0,0,no_data,无数据
001255,main_sz,0,0,no_data,无数据
001256,main_sz,0,0,no_data,无数据
001257,main_sz,0,0,no_data,无数据
001258,main_sz,0,0,no_data,无数据
001259,main_sz,0,0,no_data,无数据
001260,main_sz,0,0,no_data,无数据
001266,main_sz,0,0,no_data,无数据
001267,main_sz,0,0,no_data,无数据
001268,main_sz,0,0,no_data,无数据
001269,main_sz,0,0,no_data,无数据
001270,main_sz,0,0,no_data,无数据
001277,main_sz,0,0,no_data,无数据
001278,main_sz,0,0,no_data,无数据
001279,main_sz,0,0,no_data,无数据
001280,main_sz,0,0,no_data,无数据
001282,main_sz,0,0,no_data,无数据
001283,main_sz,0,0,no_data,无数据
001285,main_sz,0,0,no_data,无数据
001286,main_sz,0,0,no_data,无数据
001287,main_sz,0,0,no_data,无数据
001288,main_sz,0,0,no_data,无数据
001289,main_sz,0,0,no_data,无数据
001296,main_sz,0,0,no_data,无数据
001298,main_sz,0,0,no_data,无数据
001299,main_sz,0,0,no_data,无数据
001300,main_sz,0,0,no_data,无数据
001301,main_sz,0,0,no_data,无数据
001306,main_sz,0,0,no_data,无数据
001308,main_sz,0,0,no_data,无数据
001309,main_sz,0,0,no_data,无数据
001311,main_sz,0,0,no_data,无数据
001312,main_sz,0,0,no_data,无数据
001313,main_sz,0,0,no_data,无数据
001314,main_sz,0,0,no_data,无数据
001316,main_sz,0,0,no_data,无数据
001317,main_sz,0,0,no_data,无数据
001318,main_sz,0,0,no_data,无数据
001319,main_sz,0,0,no_data,无数据
001322,main_sz,0,0,no_data,无数据
001323,main_sz,0,0,no_data,无数据
001324,main_sz,0,0,no_data,无数据
001325,main_sz,0,0,no_data,无数据
001326,main_sz,0,0,no_data,无数据
001328,main_sz,0,0,no_data,无数据
001330,main_sz,0,0,no_data,无数据
001331,main_sz,0,0,no_data,无数据
001332,main_sz,0,0,no_data,无数据
001333,main_sz,0,0,no_data,无数据
001335,main_sz,0,0,no_data,无数据
001336,main_sz,0,0,no_data,无数据
001337,main_sz,0,0,no_data,无数据
001338,main_sz,0,0,no_data,无数据
001339,main_sz,0,0,no_data,无数据
001356,main_sz,0,0,no_data,无数据
001358,main_sz,0,0,no_data,无数据
001359,main_sz,0,0,no_data,无数据
001360,main_sz,0,0,no_data,无数据
001366,main_sz,0,0,no_data,无数据
001367,main_sz,0,0,no_data,无数据
001368,main_sz,0,0,no_data,无数据
001369,main_sz,0,0,no_data,无数据
001373,main_sz,0,0,no_data,无数据
001376,main_sz,0,0,no_data,无数据
001378,main_sz,0,0,no_data,无数据
001379,main_sz,0,0,no_data,无数据
001380,main_sz,0,0,no_data,无数据
001382,main_sz,0,0,no_data,无数据
001386,main_sz,0,0,no_data,无数据
001387,main_sz,0,0,no_data,无数据
001388,main_sz,0,0,no_data,无数据
001389,main_sz,0,0,no_data,无数据
001390,main_sz,0,0,no_data,无数据
001391,main_sz,0,0,no_data,无数据
001395,main_sz,0,0,no_data,无数据
001396,main_sz,0,0,no_data,无数据
001400,main_sz,0,0,no_data,无数据
001696,main_sz,0,0,no_data,无数据
001872,main_sz,0,0,no_data,无数据
001896,main_sz,0,0,no_data,无数据
001914,main_sz,0,0,no_data,无数据
001965,main_sz,0,0,no_data,无数据
001979,main_sz,0,0,no_data,无数据
002001,main_sz,0,0,no_data,无数据
002003,main_sz,0,0,no_data,无数据
002004,main_sz,0,0,no_data,无数据
002005,main_sz,0,0,no_data,无数据
002006,main_sz,0,0,no_data,无数据
002007,main_sz,0,0,no_data,无数据
002008,main_sz,0,0,no_data,无数据
002009,main_sz,0,0,no_data,无数据
002010,main_sz,0,0,no_data,无数据
002011,main_sz,0,0,no_data,无数据
002012,main_sz,0,0,no_data,无数据
002014,main_sz,0,0,no_data,无数据
002015,main_sz,0,0,no_data,无数据
002016,main_sz,0,0,no_data,无数据
002017,main_sz,0,0,no_data,无数据
002019,main_sz,0,0,no_data,无数据
002020,main_sz,0,0,no_data,无数据
002021,main_sz,0,0,no_data,无数据
002022,main_sz,0,0,no_data,无数据
002023,main_sz,0,0,no_data,无数据
002024,main_sz,0,0,no_data,无数据
002025,main_sz,566,0,no_data,转换后无有效记录
002026,main_sz,566,0,no_data,转换后无有效记录
002027,main_sz,566,0,no_data,转换后无有效记录
002028,main_sz,566,0,no_data,转换后无有效记录
002029,main_sz,566,0,no_data,转换后无有效记录
002030,main_sz,566,0,no_data,转换后无有效记录
002031,main_sz,566,0,no_data,转换后无有效记录
002032,main_sz,566,0,no_data,转换后无有效记录
002033,main_sz,566,0,no_data,转换后无有效记录
002034,main_sz,567,0,no_data,转换后无有效记录
002035,main_sz,566,0,no_data,转换后无有效记录
002036,main_sz,561,0,no_data,转换后无有效记录
002037,main_sz,566,0,no_data,转换后无有效记录
002038,main_sz,566,0,no_data,转换后无有效记录
002039,main_sz,566,0,no_data,转换后无有效记录
002040,main_sz,566,0,no_data,转换后无有效记录
002041,main_sz,566,0,no_data,转换后无有效记录
002042,main_sz,566,0,no_data,转换后无有效记录
002043,main_sz,566,0,no_data,转换后无有效记录
002044,main_sz,566,0,no_data,转换后无有效记录
002045,main_sz,566,0,no_data,转换后无有效记录
002046,main_sz,566,0,no_data,转换后无有效记录
002047,main_sz,556,0,no_data,转换后无有效记录
002048,main_sz,566,0,no_data,转换后无有效记录
002049,main_sz,556,0,no_data,转换后无有效记录
002050,main_sz,566,0,no_data,转换后无有效记录
002051,main_sz,566,0,no_data,转换后无有效记录
002052,main_sz,555,0,no_data,转换后无有效记录
002053,main_sz,566,0,no_data,转换后无有效记录
002054,main_sz,566,0,no_data,转换后无有效记录
002055,main_sz,565,0,no_data,转换后无有效记录
002056,main_sz,566,0,no_data,转换后无有效记录
002057,main_sz,566,0,no_data,转换后无有效记录
002058,main_sz,565,0,no_data,转换后无有效记录
002059,main_sz,566,0,no_data,转换后无有效记录
002060,main_sz,566,0,no_data,转换后无有效记录
002061,main_sz,566,0,no_data,转换后无有效记录
002062,main_sz,566,0,no_data,转换后无有效记录
002063,main_sz,566,0,no_data,转换后无有效记录
002064,main_sz,562,0,no_data,转换后无有效记录
002065,main_sz,566,0,no_data,转换后无有效记录
002066,main_sz,566,0,no_data,转换后无有效记录
002067,main_sz,566,0,no_data,转换后无有效记录
002068,main_sz,566,0,no_data,转换后无有效记录
002069,main_sz,566,0,no_data,转换后无有效记录
002072,main_sz,566,0,no_data,转换后无有效记录
002073,main_sz,566,0,no_data,转换后无有效记录
002074,main_sz,566,0,no_data,转换后无有效记录
002075,main_sz,566,0,no_data,转换后无有效记录
002076,main_sz,565,0,no_data,转换后无有效记录
